ID;LABEL;ARTICLE
284;human;Lech Poznań mimo, że zajmuje dopiero szóste miejsce w tabeli, to jego sytuacja nie jest wcale dramatyczna. Aż trzy zespoły, które są w tabeli przed Kolejorzem mają bowiem tylko jeden punkt więcej. To Cracovia, Zagłębie Lubin i Pogoń Szczecin. Teoretycznie więc mistrz Polski może awansować na podium dające prawo gry w europejskich pucharach już po pierwszej kolejce rundy finałowej. O to jednak łatwo nie będzie, bowiem Lech rozpocznie zmagania od wyjazdowego starcia z liderem, czyli Legią Warszawa. Piłkarze ze stolicy mają punkt przewagi nad drugim w tabeli Piastem Gliwice, ale aż siedem punktów przewagi nad Cracovią, Zagłębiem i Pogonią. Lech traci do Legii osiem punktów, które będą trudne do odrobienia w zaledwie siedmiu meczach. Wygrana w bezpośrednim meczu z Legią Warszawa na pewno jednak pozwoliłaby poznaniakom wykonać duży krok w kierunku europejskich pucharów i zyskać przewagę mentalną przed finałowym starciem w Pucharze Polski. Lech Poznań w rundzie finałowej na własnym stadionie rozegra tylko trzy spotkania, w dodatku dwa z nich odbędą się w środku tygodnia. Na Bułgarską przyjadą: we wtorek 19 kwietnia wicelider Piast Gliwice, w czwartek 28 kwietnia Lechia Gdańsk, a w ostatniej kolejce w niedzielę 15 maja Kolejorz podejmie Podbeskidzie Bielsko-Biała. Mecze z Lechią i Podbeskidziem nie są jednak przesądzone. Wszystko zależy od decyzji Trybunału Arbitrażowego przy PKOL, który wstrzymał decyzję o odjęciu punktu Lechii Gdańsk. Jeśli ją cofnie, to Kolejorz zamiast z Lechią zagra z Ruchem, a w ostatniej kolejce podejmie Lechię. Mistrzowie Polski będą musieli liczyć na wsparcie swoich kibiców na obcych stadionach aż w czterech meczach. Oprócz spotkania z Legią przy Łazienkowskiej, które odbędzie się w najbliższy piątek o godz. 20:30, będą to mecze: z Pogonią Szczecin w sobotę 23 kwietnia, z Cracovią w niedzielę 8 maja i z Zagłębiem Lubin w środę 11 maja. Sezon zakończy się 15 maja. Przyszły mistrz Polski zagra w eliminacjach do Ligi Mistrzów, zaś zespoły z drugiego i trzeciego miejsca w kwalifikacjach do Ligi Europejskiej. Jeśli jednak mistrz Polski wygra też Puchar Polski, to awans do europejskich pucharów otrzyma także zespół z czwartego miejsca w ekstraklasie.
285;human;Krakowianie do końca walczyli o zwycięstwo, w końcówce wyglądali jednak na zmęczonych. - Zostawiliśmy serducho na boisku, walczyliśmy do końca i mogło nam trochę zabraknąć sił. Ale robiliśmy wszystko, by zdobyć drugą bramkę. Mieliśmy sytuacje, niestety się nie udało - opisuje Wolski. Po ostatnim gwizdku sędziego kilku piłkarzy Wisły spuściło głowy, część załamana padła na murawę. Jaka była atmosfera w szatni? - Był jakiś smutek, bo po ostatnich wynikach wierzyliśmy w awans. Do ósemki brakowało tylko małego kroczka. Walczyliśmy. Cóż, jak nie teraz, to może w przyszłości - mówi. Spotkanie z Zagłębiem było zapowiadane nie tylko jako starcie o pierwszą ósemkę, ale i pojedynek dwóch pomocników, którzy zimą wrócili z ligi belgijskiej do polskiej ekstraklasy - Wolskiego i Filipa Starzyńskiego. Drugi z nich zaliczył asystę przy golu Michala Papadopulosa. Obaj rywalizują też o miejsce w reprezentacji Polski.
286;human;Co prawda na pomeczowej konferencji Zimoch nie skarżył się na to, jak został potraktowany przez kibiców na stadionie przy ul. Milionowej, ale jego wypowiedź można przeczytać na oficjalnej stronie Omegi. - Wyjechałem z Łodzi zażenowany tym co zobaczyłem i usłyszałem - mówi sympatyczny szkoleniowiec. - Myślałem, że jedziemy na bezpieczny teren gdzie nic nam nie grozi. Tymczasem przez cały mecz wyzywano nas od najgorszych, obrzucano niewybrednymi epitetami mnie i moich zawodników. Kilka razy zostałem opluty gdy wychodziłem z ławki aby udzielić wskazówek zawodnikom. Zimoch nawet nie próbował reagować. - O żadnej obronie słownej nie mogło być mowy, czuliśmy się zagrożeni - nie owija w bawełnę. - Kilka razy silnie uderzono w pleksę za ławką rezerwowych. Nie wiem co byłoby gdybyśmy urwali punkty Widzewowi, może dobrze, że ten mecz przegraliśmy. Jedno wiem i mówię to z pełną odpowiedzialnością za słowa - dla tych ludzi, którzy stali za naszą ławką rezerwowych powinien być zakaz wstępu na piłkarskie mecze.
287;human;Symulację przebiegu rywalizacji w fazie finałowej przeprowadził portal ekstrastats.pl . Tabela przygotowana przez serwis zakłada, że w ostatnich siedmiu kolejkach sezonu powtórzą się rezultaty z sezonu zasadniczego. W ubiegłym roku podobna symulacja przewidziała mistrzostwo Polski dla Lecha Poznań i spadek GKS-u Bełchatów. Jedyna małopolska drużyna w grupie mistrzowskiej według symulacji zajmie czwarte miejsce. Cracovia miałaby zakończyć sezon z dorobkiem 34 punktów, takim samym jak trzecie Zagłębie Lubin. Tabela zakłada, że krakowianie u siebie zdobędą sześć punktów w trzech meczach - za zwycięstwa z Pogonią Szczecin i Lechem Poznań. W czterech spotkaniach wyjazdowych Cracovia dopisałaby do konta pięć punktów. Wyniki z sezonu zasadniczego dałyby Wiśle 11. miejsce, czyli utrzymanie pozycji, którą zajmuje po podziale punktów. W grupie spadkowej krakowianie ustąpiliby miejsca Ruchowi Chorzów i Koronie Kielce. W siedmiu ostatnich kolejkach Wisła wygrałaby trzy mecze i skończyła rozgrywki z dorobkiem 30 punktów. Słabe perspektywy symulacja rysuje przed Termaliką - beniaminek spadłby do pierwszej ligi. W fazie finałowej niecieczanie mieliby zdobyć tylko pięć punktów, najmniej ze wszystkich zespołów. To dałoby im 15. miejsce. Oprócz nich ekstraklasę opuściłby Górnik Zabrze.
288;human;Jak wiadomo po rundzie zasadniczej tabela zostaje podzielona na dwie grupy. Pierwsza ósemka walczy o mistrzostwo Polski, druga rywalizuje o zachowanie ligowego bytu. Punkty też są dzielone na pół, więc w poprzednim sezonie przed tym etapem rozgrywek Górnik miał ich 17, a teraz 16. Mimo wyższej lokaty zielono-czarni drżeli o utrzymanie miejsca w elicie do ostatniej kolejki, w której ograli GKS Bełchatów 1:0, a ponieważ chorzowski Ruch wygrał z Zawiszą Bydgoszcz 3:2 łęcznianie zdołali się uratować. Ostatecznie ligę opuściły te dwie pokonane drużyny. Jak będzie teraz? Trener Szatałow dowodzi, że różnica trzech punktów dzieląca jego zespół od dziewiątego w tabeli bielskiego Podbeskidzia jest niewielka, ale aby ją odrobić trzeba mecze wygrywać. Trudno się z tym nie zgodzić. Na pewno sen z powiek spędza szkoleniowcowi brak u jego zawodników skuteczności strzeleckiej. W ostatnich czterech spotkaniach Górnik nie zdobył żadnego gola! Zdaniem Szatałowa jest to wynik indywidualnego wyszkolenia piłkarzy, a raczej jego braku. Jest oczywistym, że jeśli się nie strzela bramek, to się nie zwycięża, więc koło się zamyka. Obrona też nie jest monolitem i jak mówi szkoleniowiec - jego zespół sam stwarza przeciwnikom okazje do strzelenia bramek. Z drugiej strony w przerwie zimowej do drużyny doszło kilku graczy, ale trudno powiedzieć, że poprawili jakość gry Górnika. Może nawet i zaczęli obiecująco, jednak z czasem jakby gaśli i tracili miejsce w podstawowym składzie, jak na przykład Dziugas Bartkus, Łukasz Bogusławski, Krzysztof Danielewicz czy Damian Jakubik, a Hiszpan Marquitos praktycznie nie przebił się wcale. Wygląda więc na to, że w decydującym starciu sztab szkoleniowy oprze się na zawodnikach, którzy stanowili trzon zespołu jesienią.
289;human;Jest w nas dużo piłkarskiej złości po tym meczu, motywuje nas ona jednak do dalszych treningów. Większość sezonu zasadniczego spędziliśmy na trzeciej pozycji i teraz nagle inny zespół zajmuje nasze miejsce. To boli, dlatego chcemy zrobić wszystko, by wrócić na naszą pozycję. Chcemy zawalczyć o szansę na grę w europejskich pucharach, więc na pewno postaramy się odnieść zwycięstwa w kolejnych meczach. Mamy nadzieję, że ostatnia porażka da nam kopa - mówi Jendriszek. W najbliższą sobotę Cracovia zagra z Piastem w Gliwicach. Słowak podkreśla, że jego zespół musi zagrać inaczej niż w poprzednich meczach. - Ostatnio robimy dużo indywidualnych błędów. W poniedziałek mamy analizę wideo, na której przyjrzymy się naszym błędom z ostatniego meczu ze Śląskiem. Trener wytłumaczy nam też, jak mamy zagrać w następnych meczach, by naprawić to, co nie wyszło i grać na wyższym poziomie - dodaje Jendriszek.
290;human;Marcin Kamiński jest w tym sezonie liderem defensywy Lecha Poznań. 24-letni obrońca rozegrał w tym sezonie już 47 meczów dla Kolejorza. W czerwcu wygasa jednak jego umowa z poznańskim klubem i na razie nic nie wskazuje na to, żeby miała zostać przedłużona. - Rozmawiamy z Marcinem już od października, wydaje mi się, że jesteśmy bliżej niż dalej, ale trudno mi powiedzieć, czy uda nam się dojść do porozumienia - przyznaje wiceprezes Lecha, Piotr Rutkowski. Chodzi o to, że Marcin Kamiński chciałby wreszcie spróbować swoich sił za granicą. - Jeśli pojawi się dobra oferta, to będę chciał z niej skorzystać - nie kryje lechita. W przeszłości Kamiński miał już oferty z zagranicy, ale nie doszedł do porozumienia z Palermo, a zimą odrzucił ofertę NEC Nijmegen. Teraz Marcin Kamiński otwiera listę transferową Trabzonsporu, dziesiątej drużyny ligi tureckiej. Jak donosi serwis fotospor.com strony są już nawet po rozmowach, a lechita miałby przyjąć zaproponowane warunki. Jeśli tak, by się stało, Kamiński byłby drugim piłkarzem Kolejorza, po Barrym Douglasie, który przeniósłby się z ekstraklasy do ligi tureckiej. Szkot rozegrał do tej pory siedem meczów, a jego zespół zajmuje dość niespodziewanie wysokie, trzecie miejsce w tabeli. Lista życzeń Trabzonsporu, jak na tamtejsze warunki, jest dość imponująca. Oprócz Marcina Kamińskiego znaleźli się na niej obrońca FC Rostów Bastos, Brazylijczyk Carlos Eduardo z Rubina Kazań, czy reprezentant Polski Maciej Rybus, któremu kończy się umowa z Terekiem Grozny. Jak podkreślają tureckie media, numerem jeden na tej liście jest jednak piłkarz Lecha Poznań. Marcin Kamiński miałby w Trabzonsporze zastąpić Brazylijczyka z holenderskim paszportem Douglasa Franco Teixeirę, który ma zostać sprzedany do Spartaka Moskwa. Były gracz Twente do Trabzonu trafił z Dynama Moskwa, za 1,5 mln euro. Kolejorz na transferze Kamińskiego nie zarobiłby jednak nic, bo 24-letniemu obrońcy, który w barwach Lecha rozegrał 201 spotkań, kończy się kontrakt i będzie mógł odejść za darmo do nowego pracodawcy.
291;human;Kownacki urazu pleców nabawił się podczas ostatniego meczu turnieju eliminacyjnego do Mistrzostw Europy U19. Polacy grali z Holandią, a do awansu potrzebowali zwycięstwa. W ostatnich minutach, przy stanie 0:0, napastnik Lecha ruszył w pościg za rywalem, ale popełnił faul pod polem karnym. Sędzia pokazał mu drugą żółtą kartkę i 19-latek musiał opuścić boisko. Ale mało tego - podczas faulu Kownacki uderzył kolanami o ziemię i w dziwny sposób przegiął się do tyłu. - Poszedłem prosto do szatni i po dziesięciu minutach nie mogłem się podnieść - tłumaczy w rozmowie z LechTV . Przez uraz Kownacki opuścił ligowe mecze ze Śląskiem Wrocław (0:1) i Górnikem Łęczna (1:0). Na piątkowe spotkanie z Legią Warszawa ma już być gotowy. We wtorek wziął udział w normalnym treningu z zespołem. - Jestem naprawiony, kręgi były mocno obite, ale wszystko jest już rozluźnione i jestem gotowy do gry - mówi 19-latek. Czy Kownacki wystąpi już w meczu z Legią? Wydaje się, że jeśli już pojawi się na boisku, to wejdzie z ławki. Napastnikiem numer jeden w Lechu jest aktualnie Nicki Bille, który w poprzednim mecz z Górnikem zdobył jedyną bramkę. Duńczyk wystąpił też w ostatnim meczu Lecha z Legią, gdy zdrowy był Kownacki. - Chciałbym pomóc drużynie. Decyzję o tym, czy będę gotowy do gry, podejmiemy razem z trenerem - zapowiada Kownacki.
292;human;"Na wtorkowych zajęciach Lecha Poznań zabrakło jedynie Gergo Lovrencsicsa i Macieja Wilusza. Obaj zawodnicy narzekają na urazy mięśniowe. Treningi na pełnych obrotach wznowili natomiast Marcin Robak i Dawid Kownacki. Indywidualnie ćwiczyli Sisi i Kebba Ceesay, którzy zmagają się jeszcze z drobnymi kontuzjami. Trener Jan Urban nie mógł narzekać na słabą frekwencję podczas ćwiczeń. Na boisku treningowym pojawiło się aż 27 piłkarzy - trzech bramkarzy i 24 zawodników z pola. To efekt posiłków z zespołu rezerw. Pod okiem sztabu pierwszego zespołu ćwiczyli zawodnicy, którzy na co dzień grają w Lechu II Poznań - Lucas Guedes, Patryk Janasik, Tomasz Dejewski, Antonijs Cernomordijs i Niklas Zulciak. Zajęciom z boku przyglądał się Damian Dąbrowski, zawodnik Cracovii. Pomocnik ""Pasów"" ma za sobą świetny sezon, ale w tej chwili leczy kontuzje i w wolnej chwili postanowił odwiedzić kolegę z kadr młodzieżowych - Marcina Kamińskiego. Z Dąbrowskim serdecznie uściskał się też trener Jan Urban, który pracował z nim w Zagłębiu Lubin."
293;human;Na początku stycznia Górnik Zabrze ogłosił swoją listę transferową, na której znalazło się kilku zawodników z mniejszym lub większym doświadczeniem w Ekstraklasie. Mateusz Słodowy dogadał się w sprawie rozwiązania umowy, Konrad Nowak i Maciej Mańka trafili na wypożyczenia, a Mariusz Przybylski i Rafał Kurzawa ostatecznie dostali jeszcze jedną szansę. Jeden problem jednak pozostał - nazywa się Dzikamai Gwaze. Pomocnik z Zimbabwe nie chce odchodzić, mimo że miejsca w pierwszym zespole dziś dla niego nie ma. Co więc się z nim dzieje? Znajduje się w zespole rezerw, chociaż w tym roku w trzeciej lidze opolsko-śląskiej, do której należy druga drużyna Górnika, nie zagrał jeszcze ani minuty. Tymczasem jego kontrakt obowiązuje aż do czerwca 2017 roku. Jesienią Gwaze zagrał w Ekstraklasie tylko jeden mecz. Wybiegł w pierwszym składzie na spotkanie z Zagłębiem Lubin, ale już po 36 minutach Leszek Ojrzyński z boiska go ściągnął.
294;human;39-letni sędzia ma już doświadczenie w rozstrzyganiu w meczach Lecha Poznań z Legią Warszawa. W październiku 2013 roku prowadził pojedynek tych zespołów przy Bułgarskiej, zakończony remisem 1:1. Niemal dokładnie rok temu, 2 maja 2015 roku był arbitrem w finale Pucharu Polski. Kolejorz przegrał wówczas na Stadionie Narodowym 1:2, a arbiter wyrzucił wówczas z boiska Barry'ego Douglasa, któremu w 88. minucie pokazał drugą w tamtym spotkaniu żółtą kartkę. W tym sezonie więcej szczęścia w meczach z udziałem Daniela Stefańskiego miał Lech Poznań. Wygrał trzy - z Lechią Gdańsk 2:1, z Wisłą Kraków 2:0 i u siebie z Cracovią 2:1. Przegrał za to raz - 2:5 na wyjeździe z Cracovią. Legia natomiast zwyciężyła w tylko jednym takim meczu, gdy pokonała w Kielcach Koronę 3:1. Pozostałe trzy zremisowała - po 1:1 z Wisłą w Krakowie, z Jagiellonią w Białymstoku i na swoim stadionie z Lechią Gdańsk.
295;human;Wolski trafił do Krakowa w lutym. Wypożyczony z Fiorentiny piłkarz od razu stał się podstawowym piłkarzem Wisły i czołowym graczem całej ligi. - Przyszedłem tutaj, żeby zrobić swoje - pomóc drużynie. Wisła była w wielkim kryzysie, ale od pierwszego treningu widziałem, że ten zespół ma potencjał i zła passa wkrótce się skończy. Tak też się stało - mówi. Pomocnik zapewnia, że piłkarze zapomnieli już o remisie z Zagłębiem Lubin, który odebrał im szansę na grę w grupie mistrzowskiej. - To spotkanie nas przygnębiło, ale doszliśmy do siebie i ten tydzień przepracowaliśmy naprawdę solidnie. Jesteśmy gotowi, aby wyjść na boisko i zdobyć trzy punkty - zapowiada. Górnik zajmuje ostatnie miejsce w tabeli ekstraklasy, ale po podziale punktów zachowuje realne szanse na utrzymanie. Wolski zdradza, że preferuje mecze z rywalami z czołówki tabeli. - Wolę spotkania wyższej rangi z przeciwnikami takimi jak Legia, Lech czy Cracovia. To są mecze, na które nie trzeba się mobilizować. Najważniejsze jest, by uświadomić sobie, że gramy w dolnej ósemce. Musimy być zmotywowani i wychodzić na murawę po zwycięstwo. Naszym celem jest wygranie tej grupy - podkreśla.
